,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BRAZIL.commodity_area_harvested_data,6972370,7429045,8049991,8191940,8862391,8801438,9371227,9690895,9746223,9947288,10641196,10615446,10169738,10887986,11071765,11362545,12138442,11425327,11578785,11715315,11871658,13051365,11096554,12408953,12270702,12916168,14001812,13645315,13434063,11884720,13650069,13921466,12400199,14308830,14384545,12421921,13211716,11309750,12368011,12523170,13267050,12626410,14188679,13885850,12900561,13791407,14719513,15528160,14712501,13741082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,1022230,743459,793494,733597,766640,716981,830869,970128,1407120,1895250,2268930,2319960,1839390,2471150,2931510,3539890,3153330,2811190,3830540,3122110,1920140,2827930,1879080,1741670,2676730,3897720,3454840,3476290,3282320,2680990,2049460,1955620,1482230,1348850,994734,1795980,1521540,1408850,1249760,1065900,1727390,2104900,2560230,2807220,2495568,1661268,1933327,2439530,2495755,2223582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,3174040,3349810,3721800,4182360,4618900,4004850,4291150,4458950,4620700,4979170,4764000,4532930,4794830,4664880,5306270,6656480,5992090,5623520,5452090,6243140,6101770,6024660,5108250,5351470,4754690,5590930,6000020,5960980,5254160,3946690,4121600,4687020,4411320,4414800,4373540,3253770,3058130,3062200,3813270,3655290,3142640,3145870,3180860,3733150,3915860,2970920,2890930,2850680,2872040,2709650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,1157051,1286970,1299759,1384587,1626375,1781187,2006090,1994080,2180590,2636190,3072934,3584148,4837908,6352042,6748698,7229269,7733905,8567890,9130527,9753876,9445778,9159665,8846939,10231087,11094978,10054872,9789332,11174381,12856023,12190216,10287432,10072241,11192027,12047530,12167406,10805935,12058740,13815868,13661965,14358725,14676660,17024518,19195852,22267802,23821485,22814656,21336950,22072187,22531730,24022259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,1366640,1466620,1509010,1519490,1705080,1635500,1680760,1686730,1672100,1725120,1728000,1802650,1958780,2056690,1969230,2093480,2270040,2391460,2536980,2607630,2825880,3084300,3478790,3655810,3912040,3944680,4308680,4113230,4067700,4272600,4210950,4202600,3863700,4345260,4559060,4750300,4814080,4985820,4898840,4845990,4957590,5100480,5371020,5631740,5805520,6355500,7080920,8140090,8523420,9080770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN.commodity_area_harvested_data,6765268,7514805,7423188,6674778,7200131,7615576,7643687,7966285,8267307,8510478,10287787,9235074,9210622,8965708,8634275,8425187,8551643,7929090,7193618,8138833,9282307,8992722,7872225,7972312,8012252,7963882,8118709,7324504,8240301,7485195,6740676,6377972,7092624,7206451,7168829,8323038,7786038,7643425,7129483,7349138,7147777,6481285,7607423,6770800,6450775,6274447,7595572,6516919,5375761,4741551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,10245000,10853000,11156000,12018000,11453000,12016000,12189300,11907900,10101400,5051780,7853500,8639800,9575010,8938000,9478740,11251700,10115400,10575100,10523100,11208400,12426600,12521000,13680500,13160900,13729000,14229400,13457700,12944300,13718593,14098574,14161993,13831500,12387000,10790700,11139200,12278600,11424900,10715200,10416500,10891200,10618400,8723800,10248100,9417200,9420800,9694000,8656500,10047500,9650300,8290900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,1280042,870710,1034537,1276158,1715335,1608740,1295059,1393885,2019230,3224856,3191505,2182435,2239498,2183658,2644630,1251675,2415254,3825486,4842664,3140660,2351000,2904600,3244000,4416500,4117900,3990000,3870800,4917000,4309700,4003958,4434535,4084195,5594100,7714600,7264500,5151200,7009900,7615900,7631200,6792300,5742800,5637400,6903100,6901893,7337126,7436196,8293996,8575893,8660061,8588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,34368,34267,38535,40999,34407,32889,33712,32239,32061,27830,32818,31407,27777,27335,32166,32100,25600,24710,23760,26570,29290,28700,30900,27400,12000,23400,22600,20600,22600,24100,24875,22660,22260,25500,24700,23350,14160,18200,17400,16600,11700,10100,12100,14200,13400,15000,13800,6900,10900,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIHKG.commodity_area_harvested_data,37939561,37978146,38963777,37155710,36637714,38506517,36317816,35178298,35769892,35159061,35732114,35181862,34758914,34389115,33973937,33275281,32943142,33070346,32324149,31327063,30443684,29380275,29966424,29044741,26938577,27977466,28804449,28126235,28426518,29308724,30163431,29586479,28309630,28365922,29773647,31236666,30158908,31123944,31443541,28576927,28950727,29086066,28025452,29104496,29980369,32141588,32936058,33168568,34303621,35560278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,25567759,24071363,23764512,25391511,24696119,23908507,25285891,24640716,25141660,25435003,25615036,26276672,26412386,27034304,27634735,28381235,28043424,29201451,29348977,29244437,28281019,27929408,29052138,29578407,29219919,29618086,28800688,28787760,29844759,30757385,30959156,30511202,30255260,29005026,28891315,29652057,30110320,29834507,28931679,26761336,24866068,24211372,22307075,21894074,23072462,23878067,23948070,23862766,24497081,24456086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,27044821,27711295,28486877,30348638,30574538,31294469,31198309,30662955,31195067,33107861,35639653,35851803,35781144,36254906,36483975,36969172,36268342,35173494,34559678,34482470,33928102,33697392,33781788,33765103,32633684,32797566,32694296,32458566,33175855,33518967,33018802,32487350,30745927,30537237,31107479,31753862,32129200,31571500,31637100,30301500,29144019,28508800,26780124,28615715,29116400,29201190,29179116,29493392,29881590,30116862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,13715881,13331121,13838738,14914384,13515243,13409230,13402016,12752470,12687123,12292069,12372708,12601816,12419308,12257721,12305395,12031090,11945851,12965771,13772323,14494279,16603939,17200439,15382107,15431423,19092447,19636719,19938044,19111739,18798024,18877630,19046354,19231959,21208657,21896880,21820809,20582480,21289194,22015603,22467169,25163087,24700400,24081705,24860170,24610144,24565595,22185639,20764195,22677561,23551267,23136253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,499100,334900,360482,529683,635928,648924,620952,590948,610581,676262,738603,837415,892326,863500,928899,1010200,981672,990022,947365,1033614,1093666,1220082,1292066,1316354,1612459,1537585,1422464,1743000,1598962,1747777,2010630,1969897,1751703,1817808,1880556,1900342,1666875,1690235,1383399,1517754,1687208,1845000,1679800,1583089,1575877,1577980,1812643,2000020,1893962,1914228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C_C_Amer.commodity_area_harvested_data,8935902,9013009,9738396,10366408,10703266,11532374,10973565,11204383,10706717,11115648,11322843,11042508,11223548,10312582,10728536,10846474,11710768,11516235,9345360,11031034,12090993,9468206,11622921,11336257,12272365,10873155,11641252,11139618,10905366,11886023,11202301,11612655,11259154,12120986,12160004,13090161,12123053,12728523,11855660,11829415,12611296,11657623,12420958,12404042,11260422,11868045,12011148,12060015,10979766,12215360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,871249,787781,858043,857822,886261,762347,815328,821484,872362,919731,646068,721576,669206,818190,817438,931403,754263,812926,621246,765277,892368,1038772,891357,1067353,1249924,1230763,1012529,939443,1167616,950258,996679,928744,891137,978355,943081,821865,785170,778408,658629,715058,694668,641788,611896,524467,642437,654060,698602,808125,835937,686973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,594987,603547,582950,543250,538724,554064,600171,616995,644059,669091,638991,641311,720124,759088,867294,764610,751505,680557,727783,678666,758458,724421,703926,720548,802747,710257,706160,657842,706856,659978,636646,685444,546610,651176,631045,737318,746939,728043,675654,734846,728883,750597,761670,699567,635419,673106,662741,675875,782392,755492.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,679171,725941,732671,744985,760283,884133,849257,901336,1015706,1028406,1209390,1181615,1246207,1217876,1438379,1080818,1463784,1478313,1769417,1398207,1482100,1237985,1522974,1377893,1510267,1386574,1530916,1160053,1368204,1239842,1233218,1159291,1047799,1079238,985969,1002051,1041102,1016371,1033702,962934,977284,878221,984806,1137618,999875,939643.1,1018624,1022853,969588.3,1087960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,2237037,2137097,2018255,2038444,2088448,2084519,2161683,2171782,2096249,2672396,2490369,2383815,2324616,2359969,2365913,2432171,2295257,2475398,2572752,2677482,2474831,2559873,2383574,2543453,2500767,2544619,2608157,2525972,2604856,2641630,2698954,2716427,2488023,2526969,2465104,2641694,2593766,2431157,2322911,2332763,2281633,2351487,1933832,1998150,1887185,1767235,1677735,1694951,1801165,1801719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU27.commodity_area_harvested_data,41528067,40187204,40922470,39874979,39468540,39974227,40022856,40310270,40710934,40245943,40540190,40803542,40614044,40203873,41322680,40163386,41005218,41172285,41819720,40735795,40404713,40092825,38946507,39000307,38957100,37979951,36570453,36580199,35912024,34264110,34613971,36038820,34152625,33836221,33095463,33723298,34729917,33869151,32334137,32392933,32583490,31598434,31585102,31513744,30202056,29770076,29389682,31099835,29850984,27858526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,25358471,26975040,25604269,26882500,27055909,26007055,25937009,26526921,26063660,25284731,25567751,25594637,24576040,25298918,23554648,24882649,23152776,24167787,23051622,24398119,23759038,24403491,25092636,25504889,24788908,25673825,26035562,25918735,26830259,26630214,26719646,25975814,25914308,25976080,26884537,26776906,28281379,27896581,26424406,28405981,28478314,29131422,26628140,29071590,29039895,27362288,27345375,29168995,28688708,28638671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,321228,305331,307204,325482,320973,322748,336858,354395,380892,384604,384420,388093,390247,385722,362352,361486,382259,384327,371006,355532,333806,348955,327419,369851,380140,400809,402821,424505,406801,437506,408146,387291,359298,387461,378581,443525,437452,414655,403945,409355,405905,405160,412521,431567,416665.6,410954,421027,414503,463912,483473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,3405440,3560497,3472286,3579302,3578963,3622256,3805958,3909988,3719313,4167434,4595725,4515351,4716757,4817604,5179301,5050504,5045800,5138631,5096298,6872358,7918716,8181559,8579631,9111134,10602333,11007967,12164477,11828256,12050392,12436968,12312440,12961209,12955660,13029421,13338193,12849124,12943169,13909966,15082810,13460544,13206104,13190834,14099394,13917962,14152936,15089830,15376279,15355468,15993322,15826806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,2856179,2898688,2856830,3118519,3053325,2912533,2952279,2994620,2956718,2950096,2979871,3129495,3273284,3222795,3749758,3937542,3774402,3704806,3544986,3531624,3869233,3754693,3459001,3515958,3399394,3379032,3301821,3200501,3293035,3223567,3088709,3114828,2953668,2947756,2999129,3043125,3011741,2889732,2743970,2530669,2498614,2501480,2338365,2275690,2285684,1915738,1847394,1562299,1634655,1598674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_Asia.commodity_area_harvested_data,1757714,1783046,1846178,1880232,1927336,1828152,1847413,1887885,1806059,1765090,1712211,1766425,1746620,1791710,1803631,1800412,1615332,1659387,1575795,1407919,1410148,1337025,1375644,1391181,1273441,1220854,1305541,1262370,1278850,1225347,1109491,1039331,979750,960361,955124,863770,846694,873378,804127,703736,738208,733885,713702,706292,766472,692209,705823,705816,700159,699857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,510915,566621,596941,608543,617930,596758,596955,597505,590733,589740,554649,501735,465218,446477,454710,450721,462515,517091,521090,520868,514392,535656,555646,552176,570140,558847,559012,581072,608364,623239,618868,615050,585844,517566,440517,402604,389006,372480,322638,238490,250825,273452,274919,241807,233149,199703,198579,225566,328675,335781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,1548000,1579000,1605000,1675000,1708000,1731000,1735000,1651000,1750000,1733000,1720000,1721000,1751720,1804520,1843000,1844900,1880040,1886750,1893230,1883040,1893890,1828070,1873480,1875860,1881770,1880930,1907320,1905130,1886660,1844340,1796460,1749000,1724000,1686000,1637340,1628990,1662660,1636480,1646200,1607360,1655130,1636047,1600030,1584160,1563117,1538629,1533650,1506156,1493471,1462074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,610560,630178,633812,643661,683811,579496,625039,633796,645021,642952,630836,634206,667659,665648,676093,667363,664458,667605,620113,585592,585174,600956,617136,625029,603165,607224,653664,621352,622379,582470,527709,522440,532106,525568,515383,489608,492134,493877,474024,476956,457192,462600,456392,446083,462675,451616,440034,435210,440381,438833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
